time elapsed,date,time,magnitude,x,y,z,field control set point,input state
20.4,05/22/2025,14:55:09.118000,6.88801835e-05,-1.62060199e-05,-1.35072897e-05,-6.55697928e-05,9.91e+37,0
20.5,05/22/2025,14:55:09.218000,6.91213928e-05,-1.63618118e-05,-1.4696997e-05,-6.55290496e-05,9.91e+37,0
20.6,05/22/2025,14:55:09.318000,6.94753145e-05,-1.63098307e-05,-1.58197478e-05,-6.56547358e-05,9.91e+37,0
20.7,05/22/2025,14:55:09.418000,6.98098203e-05,-1.6237871e-05,-1.6902457e-05,-6.57575053e-05,9.91e+37,0
20.8,05/22/2025,14:55:09.518000,6.99591892e-05,-1.62059547e-05,-1.77909531e-05,-6.56897037e-05,9.91e+37,0
20.9,05/22/2025,14:55:09.618000,7.03389779e-05,-1.59260873e-05,-1.90322173e-05,-6.58156992e-05,9.91e+37,0
21.0,05/22/2025,14:55:09.718000,7.05277039e-05,-1.56115623e-05,-2.01368978e-05,-6.57642873e-05,9.91e+37,0
21.1,05/22/2025,14:55:09.818000,7.07061973e-05,-1.52646131e-05,-2.11363699e-05,-6.57237537e-05,9.91e+37,0
21.2,05/22/2025,14:55:09.918000,7.07015508e-05,-1.56701995e-05,-2.17119826e-05,-6.54350361e-05,9.91e+37,0
21.3,05/22/2025,14:55:10.018000,6.82346563e-05,-1.51958209e-05,-2.10687854e-05,-6.3096447e-05,9.91e+37,0
21.4,05/22/2025,14:55:10.118000,6.92745878e-05,-1.65863584e-05,-2.02877063e-05,-6.4126985e-05,9.91e+37,0
21.5,05/22/2025,14:55:10.218000,6.88648553e-05,-1.65816602e-05,-1.91746374e-05,-6.40292911e-05,9.91e+37,0
21.6,05/22/2025,14:55:10.318000,6.88083084e-05,-1.69885817e-05,-1.80710247e-05,-6.41826258e-05,9.91e+37,0
21.7,05/22/2025,14:55:10.418000,6.82899781e-05,-1.69756338e-05,-1.70090553e-05,-6.39221479e-05,9.91e+37,0
21.8,05/22/2025,14:55:10.518000,6.80832373e-05,-1.70659116e-05,-1.5912704e-05,-6.39598915e-05,9.91e+37,0
21.9,05/22/2025,14:55:10.618000,6.77694672e-05,-1.69566568e-05,-1.47625506e-05,-6.39315226e-05,9.91e+37,0
22.0,05/22/2025,14:55:10.718000,6.74315376e-05,-1.6864592e-05,-1.37052859e-05,-6.38338698e-05,9.91e+37,0
22.1,05/22/2025,14:55:10.818000,6.69039483e-05,-1.67001718e-05,-1.26055883e-05,-6.35479481e-05,9.91e+37,0
22.2,05/22/2025,14:55:10.918000,6.69845734e-05,-1.74803187e-05,-1.18554255e-05,-6.35674478e-05,9.91e+37,0
22.3,05/22/2025,14:55:11.018000,6.49884309e-05,-1.80201682e-05,-1.24987148e-05,-6.11763992e-05,9.91e+37,0
22.4,05/22/2025,14:55:11.118000,6.58041786e-05,-1.87314514e-05,-1.36437357e-05,-6.15887256e-05,9.91e+37,0
22.5,05/22/2025,14:55:11.218000,6.64101972e-05,-1.89891946e-05,-1.47570101e-05,-6.19027902e-05,9.91e+37,0
22.6,05/22/2025,14:55:11.318000,6.68518588e-05,-1.92481898e-05,-1.59080354e-05,-6.20130036e-05,9.91e+37,0
22.7,05/22/2025,14:55:11.418000,6.72988146e-05,-1.93088277e-05,-1.71689502e-05,-6.21411842e-05,9.91e+37,0
22.8,05/22/2025,14:55:11.518000,6.75910063e-05,-1.91248362e-05,-1.83132458e-05,-6.21885022e-05,9.91e+37,0
22.9,05/22/2025,14:55:11.618000,6.78298188e-05,-1.88740936e-05,-1.93302813e-05,-6.22173057e-05,9.91e+37,0
23.0,05/22/2025,14:55:11.718000,6.8056017e-05,-1.86758142e-05,-2.04033878e-05,-6.21814859e-05,9.91e+37,0
23.1,05/22/2025,14:55:11.818000,6.823286e-05,-1.81838661e-05,-2.15709707e-05,-6.21269942e-05,9.91e+37,0
23.2,05/22/2025,14:55:11.918000,6.84834541e-05,-1.84257732e-05,-2.2598067e-05,-6.19661337e-05,9.91e+37,0
23.3,05/22/2025,14:55:12.018000,6.62122993e-05,-1.79700812e-05,-2.25135337e-05,-5.96178292e-05,9.91e+37,0
23.4,05/22/2025,14:55:12.118000,6.6736301e-05,-1.94864776e-05,-2.1836115e-05,-5.99766216e-05,9.91e+37,0
23.5,05/22/2025,14:55:12.218000,6.6164399e-05,-1.95415485e-05,-2.06441451e-05,-5.9746756e-05,9.91e+37,0
23.6,05/22/2025,14:55:12.318000,6.55327813e-05,-1.927334e-05,-1.93694757e-05,-5.95643115e-05,9.91e+37,0
23.7,05/22/2025,14:55:12.418000,6.55503384e-05,-1.98900388e-05,-1.82646267e-05,-5.97296964e-05,9.91e+37,0
23.8,05/22/2025,14:55:12.518000,6.520186e-05,-1.99265913e-05,-1.72088433e-05,-5.96495534e-05,9.91e+37,0
23.9,05/22/2025,14:55:12.618000,6.47254212e-05,-1.98423226e-05,-1.59977451e-05,-5.94956682e-05,9.91e+37,0
24.0,05/22/2025,14:55:12.718000,6.45680658e-05,-1.99748215e-05,-1.48852666e-05,-5.95690394e-05,9.91e+37,0
24.1,05/22/2025,14:55:12.818000,6.41396441e-05,-1.97235142e-05,-1.37270049e-05,-5.94680273e-05,9.91e+37,0
24.2,05/22/2025,14:55:12.918000,6.37210616e-05,-1.96022467e-05,-1.26316161e-05,-5.93006567e-05,9.91e+37,0
24.3,05/22/2025,14:55:13.018000,6.33613805e-05,-2.03772515e-05,-1.26265232e-05,-5.86515394e-05,9.91e+37,0
24.4,05/22/2025,14:55:13.118000,6.19420188e-05,-1.90223077e-05,-1.33502466e-05,-5.74172136e-05,9.91e+37,0
24.5,05/22/2025,14:55:13.218000,6.28677129e-05,-1.97102625e-05,-1.44846416e-05,-5.79141609e-05,9.91e+37,0
24.6,05/22/2025,14:55:13.318000,6.34753646e-05,-1.99611543e-05,-1.56986869e-05,-5.81740962e-05,9.91e+37,0
24.7,05/22/2025,14:55:13.418000,6.38571967e-05,-1.99996673e-05,-1.69947766e-05,-5.82145381e-05,9.91e+37,0
24.8,05/22/2025,14:55:13.518000,6.41156739e-05,-2.00460408e-05,-1.81891458e-05,-5.81216902e-05,9.91e+37,0
24.9,05/22/2025,14:55:13.618000,6.44498952e-05,-1.98325935e-05,-1.92394447e-05,-5.82262912e-05,9.91e+37,0
25.0,05/22/2025,14:55:13.718000,6.46514504e-05,-1.95210356e-05,-2.02316695e-05,-5.82187149e-05,9.91e+37,0
25.1,05/22/2025,14:55:13.818000,6.49741685e-05,-1.92803058e-05,-2.14408312e-05,-5.82254509e-05,9.91e+37,0
25.2,05/22/2025,14:55:13.918000,6.50987777e-05,-1.88667221e-05,-2.2686562e-05,-5.8027731e-05,9.91e+37,0
25.3,05/22/2025,14:55:14.018000,6.41757662e-05,-1.82669072e-05,-2.28546387e-05,-5.71184257e-05,9.91e+37,0
25.4,05/22/2025,14:55:14.118000,6.45467123e-05,-2.03851428e-05,-2.2900102e-05,-5.68006105e-05,9.91e+37,0
25.5,05/22/2025,14:55:14.218000,6.37791811e-05,-1.99813945e-05,-2.15450126e-05,-5.66068922e-05,9.91e+37,0
25.6,05/22/2025,14:55:14.318000,6.37982694e-05,-2.0557439e-05,-2.0526901e-05,-5.68001515e-05,9.91e+37,0
25.7,05/22/2025,14:55:14.418000,6.28371181e-05,-2.02466154e-05,-1.90426127e-05,-5.63556286e-05,9.91e+37,0
25.8,05/22/2025,14:55:14.518000,6.27638343e-05,-2.03971355e-05,-1.80065719e-05,-5.6559872e-05,9.91e+37,0
25.9,05/22/2025,14:55:14.618000,6.26093491e-05,-2.08270209e-05,-1.68683667e-05,-5.6582895e-05,9.91e+37,0
26.0,05/22/2025,14:55:14.718000,6.19871269e-05,-2.04675228e-05,-1.56820778e-05,-5.63698222e-05,9.91e+37,0
26.1,05/22/2025,14:55:14.818000,6.1531736e-05,-2.04099956e-05,-1.44285843e-05,-5.62263512e-05,9.91e+37,0
26.2,05/22/2025,14:55:14.918000,6.12868847e-05,-2.02904798e-05,-1.33187299e-05,-5.62760171e-05,9.91e+37,0
26.3,05/22/2025,14:55:15.018000,6.13009773e-05,-2.14397158e-05,-1.29533434e-05,-5.5949614e-05,9.91e+37,0
26.4,05/22/2025,14:55:15.118000,5.91250163e-05,-2.1416715e-05,-1.32711698e-05,-5.34880166e-05,9.91e+37,0
26.5,05/22/2025,14:55:15.218000,5.99344078e-05,-2.20902747e-05,-1.45991324e-05,-5.37681908e-05,9.91e+37,0
26.6,05/22/2025,14:55:15.318000,6.06364637e-05,-2.25810252e-05,-1.58191838e-05,-5.40058464e-05,9.91e+37,0
26.7,05/22/2025,14:55:15.418000,6.12173376e-05,-2.26882202e-05,-1.70889224e-05,-5.42289205e-05,9.91e+37,0
26.8,05/22/2025,14:55:15.518000,6.13190023e-05,-2.25510637e-05,-1.82113388e-05,-5.40353284e-05,9.91e+37,0
26.9,05/22/2025,14:55:15.618000,6.19619451e-05,-2.25789252e-05,-1.94344376e-05,-5.43302624e-05,9.91e+37,0
27.0,05/22/2025,14:55:15.718000,6.22739043e-05,-2.24502227e-05,-2.05469486e-05,-5.43309264e-05,9.91e+37,0
27.1,05/22/2025,14:55:15.818000,6.23177416e-05,-2.19825441e-05,-2.17524293e-05,-5.41026847e-05,9.91e+37,0
27.2,05/22/2025,14:55:15.918000,6.26019216e-05,-2.17247008e-05,-2.28718185e-05,-5.40732641e-05,9.91e+37,0
27.3,05/22/2025,14:55:16.018000,6.29914976e-05,-2.18526718e-05,-2.38622926e-05,-5.4046096e-05,9.91e+37,0
27.4,05/22/2025,14:55:16.118000,6.16239513e-05,-2.15674552e-05,-2.37757855e-05,-5.26029303e-05,9.91e+37,0
27.5,05/22/2025,14:55:16.218000,6.10384895e-05,-2.19096192e-05,-2.26172349e-05,-5.22888752e-05,9.91e+37,0
27.6,05/22/2025,14:55:16.318000,6.06950985e-05,-2.20471136e-05,-2.14119286e-05,-5.23387913e-05,9.91e+37,0
27.7,05/22/2025,14:55:16.418000,6.06574412e-05,-2.25339099e-05,-2.03038432e-05,-5.25290589e-05,9.91e+37,0
27.8,05/22/2025,14:55:16.518000,6.02968314e-05,-2.26745741e-05,-1.91294488e-05,-5.24941497e-05,9.91e+37,0
27.9,05/22/2025,14:55:16.618000,5.97650119e-05,-2.27189321e-05,-1.79008366e-05,-5.22997784e-05,9.91e+37,0
28.0,05/22/2025,14:55:16.718000,5.96270324e-05,-2.28625379e-05,-1.67018697e-05,-5.24760412e-05,9.91e+37,0
28.1,05/22/2025,14:55:16.818000,5.9072942e-05,-2.25916901e-05,-1.55934035e-05,-5.23074926e-05,9.91e+37,0
28.2,05/22/2025,14:55:16.918000,5.86862781e-05,-2.26185257e-05,-1.43852522e-05,-5.22067625e-05,9.91e+37,0
28.3,05/22/2025,14:55:17.018000,5.83879832e-05,-2.26291801e-05,-1.32014751e-05,-5.21804355e-05,9.91e+37,0
28.4,05/22/2025,14:55:17.118000,5.76697558e-05,-2.33125475e-05,-1.31828057e-05,-5.10738632e-05,9.91e+37,0
28.5,05/22/2025,14:55:17.218000,5.76159319e-05,-2.31688838e-05,-1.41467595e-05,-5.08199531e-05,9.91e+37,0
28.6,05/22/2025,14:55:17.318000,5.84709621e-05,-2.36497405e-05,-1.54428182e-05,-5.11963139e-05,9.91e+37,0
28.7,05/22/2025,14:55:17.418000,5.89922816e-05,-2.38572915e-05,-1.65766449e-05,-5.13432934e-05,9.91e+37,0
28.8,05/22/2025,14:55:17.518000,5.95049081e-05,-2.40563904e-05,-1.79618871e-05,-5.13760137e-05,9.91e+37,0
28.9,05/22/2025,14:55:17.618000,5.97387566e-05,-2.3816475e-05,-1.91064522e-05,-5.13462564e-05,9.91e+37,0
29.0,05/22/2025,14:55:17.718000,6.01183787e-05,-2.36841554e-05,-2.05251124e-05,-5.13030213e-05,9.91e+37,0
29.1,05/22/2025,14:55:17.818000,6.03673331e-05,-2.33965864e-05,-2.15315362e-05,-5.13147893e-05,9.91e+37,0
29.2,05/22/2025,14:55:17.918000,6.05299548e-05,-2.30429197e-05,-2.26520103e-05,-5.11838423e-05,9.91e+37,0
29.3,05/22/2025,14:55:18.018000,6.09017404e-05,-2.26332394e-05,-2.38895743e-05,-5.12449676e-05,9.91e+37,0
29.4,05/22/2025,14:55:18.118000,5.89347705e-05,-2.16080931e-05,-2.39257936e-05,-4.93351182e-05,9.91e+37,0
29.5,05/22/2025,14:55:18.218000,5.95179055e-05,-2.35677515e-05,-2.37165846e-05,-4.92388645e-05,9.91e+37,0
29.6,05/22/2025,14:55:18.318000,5.90101708e-05,-2.3664852e-05,-2.23816628e-05,-4.92060587e-05,9.91e+37,0
29.7,05/22/2025,14:55:18.418000,5.83424778e-05,-2.37013282e-05,-2.11099701e-05,-4.89536609e-05,9.91e+37,0
29.8,05/22/2025,14:55:18.518000,5.80266826e-05,-2.39926189e-05,-1.99387038e-05,-4.89274792e-05,9.91e+37,0
29.9,05/22/2025,14:55:18.618000,5.77430777e-05,-2.42447921e-05,-1.87597051e-05,-4.89338998e-05,9.91e+37,0
30.0,05/22/2025,14:55:18.718000,5.73226371e-05,-2.41235547e-05,-1.75825717e-05,-4.89366122e-05,9.91e+37,0
30.1,05/22/2025,14:55:18.818000,5.69515919e-05,-2.42376058e-05,-1.63928315e-05,-4.88599771e-05,9.91e+37,0
30.2,05/22/2025,14:55:18.918000,5.64505653e-05,-2.41801906e-05,-1.51695551e-05,-4.87018409e-05,9.91e+37,0
30.3,05/22/2025,14:55:19.018000,5.60911745e-05,-2.3875575e-05,-1.39502152e-05,-4.88013143e-05,9.91e+37,0
30.4,05/22/2025,14:55:19.118000,5.54921905e-05,-2.33184292e-05,-1.3062881e-05,-4.86312164e-05,9.91e+37,0
30.5,05/22/2025,14:55:19.218000,5.53116239e-05,-2.28204218e-05,-1.34774075e-05,-4.85485692e-05,9.91e+37,0
30.6,05/22/2025,14:55:19.318000,5.56495179e-05,-2.28985915e-05,-1.46621274e-05,-4.85545607e-05,9.91e+37,0
30.7,05/22/2025,14:55:19.418000,5.61951408e-05,-2.32557185e-05,-1.58797867e-05,-4.86302147e-05,9.91e+37,0
30.8,05/22/2025,14:55:19.518000,5.6684757e-05,-2.33881625e-05,-1.71521031e-05,-4.87027811e-05,9.91e+37,0
30.9,05/22/2025,14:55:19.618000,5.70320894e-05,-2.31466036e-05,-1.83623454e-05,-4.87823557e-05,9.91e+37,0
31.0,05/22/2025,14:55:19.718000,5.73457528e-05,-2.30677875e-05,-1.93919787e-05,-4.87889711e-05,9.91e+37,0
31.1,05/22/2025,14:55:19.818000,5.78955654e-05,-2.29235894e-05,-2.07456037e-05,-4.89492131e-05,9.91e+37,0
31.2,05/22/2025,14:55:19.918000,5.78839575e-05,-2.24680188e-05,-2.18291979e-05,-4.86747038e-05,9.91e+37,0
31.3,05/22/2025,14:55:20.018000,5.81354683e-05,-2.21019065e-05,-2.29232149e-05,-4.86391265e-05,9.91e+37,0
31.4,05/22/2025,14:55:20.118000,5.84566685e-05,-2.17244906e-05,-2.3833044e-05,-4.87566879e-05,9.91e+37,0
31.5,05/22/2025,14:55:20.218000,5.92579982e-05,-2.16498961e-05,-2.34596304e-05,-4.99243237e-05,9.91e+37,0
31.6,05/22/2025,14:55:20.318000,5.86133734e-05,-2.13660924e-05,-2.20458742e-05,-4.99299216e-05,9.91e+37,0
31.7,05/22/2025,14:55:20.418000,5.82492996e-05,-2.16987166e-05,-2.09664328e-05,-4.98252476e-05,9.91e+37,0
31.8,05/22/2025,14:55:20.518000,5.81490542e-05,-2.21194361e-05,-1.99023122e-05,-4.99593937e-05,9.91e+37,0
31.9,05/22/2025,14:55:20.618000,5.7621307e-05,-2.2171008e-05,-1.86878492e-05,-4.9793832e-05,9.91e+37,0
32.0,05/22/2025,14:55:20.718000,5.7080071e-05,-2.21215545e-05,-1.73500595e-05,-4.96764207e-05,9.91e+37,0
32.1,05/22/2025,14:55:20.818000,5.69399756e-05,-2.22738528e-05,-1.6430087e-05,-4.97603109e-05,9.91e+37,0
32.2,05/22/2025,14:55:20.918000,5.63120964e-05,-2.21000668e-05,-1.51570207e-05,-4.95268006e-05,9.91e+37,0
32.3,05/22/2025,14:55:21.018000,5.61396421e-05,-2.20838492e-05,-1.38255307e-05,-4.97274343e-05,9.91e+37,0
32.4,05/22/2025,14:55:21.118000,5.55151101e-05,-2.16908811e-05,-1.27656261e-05,-4.94820363e-05,9.91e+37,0
32.5,05/22/2025,14:55:21.218000,5.71663028e-05,-2.15371567e-05,-1.26309354e-05,-5.14256407e-05,9.91e+37,0
32.6,05/22/2025,14:55:21.318000,5.78233057e-05,-2.14479458e-05,-1.3531351e-05,-5.19655929e-05,9.91e+37,0
32.7,05/22/2025,14:55:21.418000,5.85473685e-05,-2.19037904e-05,-1.49645552e-05,-5.21927238e-05,9.91e+37,0
32.8,05/22/2025,14:55:21.518000,5.90494972e-05,-2.1931184e-05,-1.60580458e-05,-5.24214218e-05,9.91e+37,0
32.9,05/22/2025,14:55:21.618000,5.93762892e-05,-2.17835378e-05,-1.7385375e-05,-5.2428713e-05,9.91e+37,0
33.0,05/22/2025,14:55:21.718000,5.96768457e-05,-2.18284184e-05,-1.8472172e-05,-5.23796232e-05,9.91e+37,0
33.1,05/22/2025,14:55:21.818000,6.00764394e-05,-2.17332992e-05,-1.95852701e-05,-5.2471511e-05,9.91e+37,0
33.2,05/22/2025,14:55:21.918000,6.03352464e-05,-2.14087905e-05,-2.07268909e-05,-5.24633361e-05,9.91e+37,0
33.3,05/22/2025,14:55:22.018000,6.06243499e-05,-2.10894259e-05,-2.18565355e-05,-5.24675116e-05,9.91e+37,0
33.4,05/22/2025,14:55:22.118000,6.09567343e-05,-2.07190637e-05,-2.30140234e-05,-5.25052244e-05,9.91e+37,0
33.5,05/22/2025,14:55:22.218000,6.15744627e-05,-1.94861682e-05,-2.27739608e-05,-5.37870841e-05,9.91e+37,0
33.6,05/22/2025,14:55:22.318000,6.21757757e-05,-1.905991e-05,-2.18823388e-05,-5.4988273e-05,9.91e+37,0
33.7,05/22/2025,14:55:22.418000,6.18992873e-05,-1.93802738e-05,-2.08525262e-05,-5.49645241e-05,9.91e+37,0
33.8,05/22/2025,14:55:22.518000,6.15030813e-05,-1.96250149e-05,-1.97215727e-05,-5.48502267e-05,9.91e+37,0
33.9,05/22/2025,14:55:22.618000,6.09361839e-05,-1.95050181e-05,-1.84926145e-05,-5.46881704e-05,9.91e+37,0
34.0,05/22/2025,14:55:22.718000,6.08985082e-05,-2.00755069e-05,-1.74106946e-05,-5.47947994e-05,9.91e+37,0
34.1,05/22/2025,14:55:22.818000,6.04354144e-05,-1.99044425e-05,-1.6244872e-05,-5.4702437e-05,9.91e+37,0
34.2,05/22/2025,14:55:22.918000,6.00077522e-05,-1.96830644e-05,-1.50735633e-05,-5.46470035e-05,9.91e+37,0
34.3,05/22/2025,14:55:23.018000,5.95501769e-05,-1.96668401e-05,-1.40045533e-05,-5.44363064e-05,9.91e+37,0
34.4,05/22/2025,14:55:23.118000,5.93381855e-05,-1.94493808e-05,-1.2854488e-05,-5.45665097e-05,9.91e+37,0
34.5,05/22/2025,14:55:23.218000,5.96089414e-05,-1.88868965e-05,-1.21191568e-05,-5.52235192e-05,9.91e+37,0
34.6,05/22/2025,14:55:23.318000,6.16697545e-05,-1.85559455e-05,-1.25040944e-05,-5.74672353e-05,9.91e+37,0
34.7,05/22/2025,14:55:23.418000,6.2298004e-05,-1.88009271e-05,-1.36519464e-05,-5.78030346e-05,9.91e+37,0
34.8,05/22/2025,14:55:23.518000,6.25067205e-05,-1.8785485e-05,-1.48594959e-05,-5.77355267e-05,9.91e+37,0
34.9,05/22/2025,14:55:23.618000,6.29660997e-05,-1.88234304e-05,-1.61066175e-05,-5.78876935e-05,9.91e+37,0
35.0,05/22/2025,14:55:23.718000,6.33823637e-05,-1.88748758e-05,-1.71746176e-05,-5.80180627e-05,9.91e+37,0
35.1,05/22/2025,14:55:23.818000,6.37595371e-05,-1.87737231e-05,-1.8289441e-05,-5.81233365e-05,9.91e+37,0
35.2,05/22/2025,14:55:23.918000,6.39597163e-05,-1.85255882e-05,-1.94208981e-05,-5.8055806e-05,9.91e+37,0
35.3,05/22/2025,14:55:24.018000,6.39812327e-05,-1.81827197e-05,-2.04789877e-05,-5.78238524e-05,9.91e+37,0
35.4,05/22/2025,14:55:24.118000,6.43249568e-05,-1.7956501e-05,-2.15695577e-05,-5.78793428e-05,9.91e+37,0
35.5,05/22/2025,14:55:24.218000,6.39455228e-05,-1.64608069e-05,-2.20260445e-05,-5.77314912e-05,9.91e+37,0
35.6,05/22/2025,14:55:24.318000,6.70029025e-05,-1.69172827e-05,-2.18919183e-05,-6.10240805e-05,9.91e+37,0
35.7,05/22/2025,14:55:24.418000,6.57084914e-05,-1.58877546e-05,-2.03628313e-05,-6.04197004e-05,9.91e+37,0
35.8,05/22/2025,14:55:24.518000,6.49576406e-05,-1.57264184e-05,-1.91531453e-05,-6.00444157e-05,9.91e+37,0
35.9,05/22/2025,14:55:24.618000,6.5201384e-05,-1.64765905e-05,-1.82911422e-05,-6.03752975e-05,9.91e+37,0
36.0,05/22/2025,14:55:24.718000,6.50592811e-05,-1.66240909e-05,-1.71431905e-05,-6.05182674e-05,9.91e+37,0
36.1,05/22/2025,14:55:24.818000,6.4382842e-05,-1.63532783e-05,-1.60704494e-05,-6.01619588e-05,9.91e+37,0
36.2,05/22/2025,14:55:24.918000,6.42002706e-05,-1.65356562e-05,-1.50204016e-05,-6.0188324e-05,9.91e+37,0
36.3,05/22/2025,14:55:25.018000,6.386215e-05,-1.64657481e-05,-1.38893504e-05,-6.01193753e-05,9.91e+37,0
36.4,05/22/2025,14:55:25.118000,6.34512901e-05,-1.63558367e-05,-1.27230112e-05,-5.99723087e-05,9.91e+37,0
36.5,05/22/2025,14:55:25.218000,6.28471809e-05,-1.57917976e-05,-1.19320495e-05,-5.9649086e-05,9.91e+37,0
36.6,05/22/2025,14:55:25.318000,6.56369413e-05,-1.53474492e-05,-1.17569288e-05,-6.27251026e-05,9.91e+37,0
36.7,05/22/2025,14:55:25.418000,6.5693941e-05,-1.4748944e-05,-1.25833879e-05,-6.27679925e-05,9.91e+37,0
36.8,05/22/2025,14:55:25.518000,6.62318948e-05,-1.50949123e-05,-1.35712712e-05,-6.30446517e-05,9.91e+37,0
36.9,05/22/2025,14:55:25.618000,6.68457752e-05,-1.53158051e-05,-1.47789217e-05,-6.33669255e-05,9.91e+37,0
37.0,05/22/2025,14:55:25.718000,6.71426584e-05,-1.51452725e-05,-1.58815447e-05,-6.34549749e-05,9.91e+37,0
37.1,05/22/2025,14:55:25.818000,6.72996415e-05,-1.51755749e-05,-1.69164822e-05,-6.33464782e-05,9.91e+37,0
37.2,05/22/2025,14:55:25.918000,6.78434865e-05,-1.51182861e-05,-1.80809429e-05,-6.36180446e-05,9.91e+37,0
37.3,05/22/2025,14:55:26.018000,6.79325979e-05,-1.48150302e-05,-1.90141926e-05,-6.35123076e-05,9.91e+37,0
37.4,05/22/2025,14:55:26.118000,6.80485747e-05,-1.44039018e-05,-1.99843303e-05,-6.34331354e-05,9.91e+37,0
37.5,05/22/2025,14:55:26.218000,6.82100794e-05,-1.39798805e-05,-2.11175024e-05,-6.33342637e-05,9.91e+37,0
37.6,05/22/2025,14:55:26.318000,6.92246193e-05,-1.25980699e-05,-2.07068175e-05,-6.48426115e-05,9.91e+37,0
37.7,05/22/2025,14:55:26.418000,6.96938531e-05,-1.19817504e-05,-1.97818722e-05,-6.57445689e-05,9.91e+37,0
37.8,05/22/2025,14:55:26.518000,6.96696701e-05,-1.22763085e-05,-1.89333151e-05,-6.59142228e-05,9.91e+37,0
37.9,05/22/2025,14:55:26.618000,6.93786561e-05,-1.23345397e-05,-1.77558781e-05,-6.59240916e-05,9.91e+37,0
38.0,05/22/2025,14:55:26.718000,6.88043923e-05,-1.22705025e-05,-1.67098524e-05,-6.56068594e-05,9.91e+37,0
38.1,05/22/2025,14:55:26.818000,6.86550392e-05,-1.25373924e-05,-1.57278063e-05,-6.56427019e-05,9.91e+37,0
38.2,05/22/2025,14:55:26.918000,6.84807073e-05,-1.27626948e-05,-1.47368098e-05,-6.56471426e-05,9.91e+37,0
38.3,05/22/2025,14:55:27.018000,6.79270502e-05,-1.24537035e-05,-1.36217647e-05,-6.537153e-05,9.91e+37,0
38.4,05/22/2025,14:55:27.118000,6.77376615e-05,-1.25299315e-05,-1.26710527e-05,-6.53516337e-05,9.91e+37,0
38.5,05/22/2025,14:55:27.218000,6.72082833e-05,-1.23129138e-05,-1.14605235e-05,-6.50692085e-05,9.91e+37,0
38.6,05/22/2025,14:55:27.318000,6.79297115e-05,-1.13237707e-05,-1.09877031e-05,-6.6071842e-05,9.91e+37,0
38.7,05/22/2025,14:55:27.418000,6.99954248e-05,-1.06223744e-05,-1.13887661e-05,-6.82409017e-05,9.91e+37,0
38.8,05/22/2025,14:55:27.518000,7.04926009e-05,-1.07865097e-05,-1.24304867e-05,-6.85444454e-05,9.91e+37,0
38.9,05/22/2025,14:55:27.618000,7.07574286e-05,-1.09845055e-05,-1.34822529e-05,-6.85870483e-05,9.91e+37,0
39.0,05/22/2025,14:55:27.718000,7.09857797e-05,-1.08790271e-05,-1.45159831e-05,-6.86288126e-05,9.91e+37,0
39.1,05/22/2025,14:55:27.818000,7.14690302e-05,-1.09580486e-05,-1.5485728e-05,-6.89052659e-05,9.91e+37,0
39.2,05/22/2025,14:55:27.918000,7.17013749e-05,-1.08741932e-05,-1.65136535e-05,-6.89212473e-05,9.91e+37,0
39.3,05/22/2025,14:55:28.018000,7.16690268e-05,-1.0597077e-05,-1.73734585e-05,-6.8719097e-05,9.91e+37,0
39.4,05/22/2025,14:55:28.118000,7.20557449e-05,-1.05686973e-05,-1.83904955e-05,-6.8863072e-05,9.91e+37,0
39.5,05/22/2025,14:55:28.218000,7.21847369e-05,-1.00131784e-05,-1.93821948e-05,-6.88091784e-05,9.91e+37,0
39.6,05/22/2025,14:55:28.318000,7.14833589e-05,-8.44799208e-06,-1.96328313e-05,-6.82132975e-05,9.91e+37,0
39.7,05/22/2025,14:55:28.418000,7.4734976e-05,-8.45935299e-06,-1.92409632e-05,-7.17184866e-05,9.91e+37,0
39.8,05/22/2025,14:55:28.518000,7.3807629e-05,-7.68292025e-06,-1.81774529e-05,-7.11204544e-05,9.91e+37,0
39.9,05/22/2025,14:55:28.618000,7.30612069e-05,-7.35732221e-06,-1.70769282e-05,-7.06554193e-05,9.91e+37,0
40.0,05/22/2025,14:55:28.718000,7.34020699e-05,-8.23544383e-06,-1.62380009e-05,-7.11081476e-05,9.91e+37,0
40.1,05/22/2025,14:55:28.818000,7.32004122e-05,-8.242548e-06,-1.52554254e-05,-7.11170355e-05,9.91e+37,0
40.2,05/22/2025,14:55:28.918000,7.24824243e-05,-7.98263329e-06,-1.4230548e-05,-7.06220285e-05,9.91e+37,0
40.3,05/22/2025,14:55:29.018000,7.25550524e-05,-8.1106114e-06,-1.3337831e-05,-7.0855881e-05,9.91e+37,0
40.4,05/22/2025,14:55:29.118000,7.21079661e-05,-7.98483106e-06,-1.23320754e-05,-7.05954756e-05,9.91e+37,0
40.5,05/22/2025,14:55:29.218000,7.17892901e-05,-7.85220792e-06,-1.14058848e-05,-7.04411158e-05,9.91e+37,0
40.6,05/22/2025,14:55:29.318000,7.11896289e-05,-7.45815182e-06,-1.04666622e-05,-7.0019913e-05,9.91e+37,0
40.7,05/22/2025,14:55:29.418000,7.09255612e-05,-6.86166544e-06,-1.05343769e-05,-6.98024332e-05,9.91e+37,0
40.8,05/22/2025,14:55:29.518000,7.13914565e-05,-7.09323441e-06,-1.130566e-05,-7.01327894e-05,9.91e+37,0
